decision,decorative_score,reasons,path,document,page_number,size_bytes,sha256,pixel_width,pixel_height,bbox_width,bbox_height,bbox_area_ratio,unique_sample_colors,dominant_color_ratio,white_or_transparent_ratio,transparent_ratio,luminance_stddev,decode_error
drop,7,tiny_file|small_pixel_asset|small_bbox,ey-frd-series-spring-2025_images/imageFile153.png,ey-frd-series-spring-2025,21,1016,cfb2c366a034babbccca27ddccf01b7c343c6d7ca55727fc37b515a4658d6a00,69,67,34.325,33.295,0.002204,116,0.722691,0.0,0.0,54.583821,
review,3,page_background_with_text_layer,ey-frd-series-spring-2025_images/imageFile154.png,ey-frd-series-spring-2025,22,2319992,bf6583190bc58cd872f3f9830a3a8370f70e6fe46b523d28fee90aeb69771351,1920,1080,960.75,540.75,1.0,,,,,,pixel_sampling_skipped_large_png
candidate,0,,ey-frd-series-spring-2025_images/imageFile155.png,ey-frd-series-spring-2025,22,67503,21a636f2d1c2e6aa3fade285b61ecdf58a9be58da2d9968b0f6a0f44e3ff9744,243,313,121.55,156.63,0.036646,678,0.060082,0.0,0.0,30.328195,
review,3,page_background_with_text_layer,ey-frd-series-spring-2025_images/imageFile156.png,ey-frd-series-spring-2025,23,274847,c384a236ace0cc3cca04c662d9f6f1ede517be4e559907e518b5d78294497802,1919,1080,960.0,540.0,1.0,,,,,,pixel_sampling_skipped_large_png
drop,12,tiny_file|tiny_pixel_asset|tiny_bbox|few_sample_colors,ey-frd-series-spring-2025_images/imageFile157.png,ey-frd-series-spring-2025,23,236,b97b277090db8da00aa2e8ecdb46afac31d7b67b89863b42fc37e775123fafbe,57,27,28.32,13.32,0.000728,3,0.883691,0.080572,0.0,42.787101,
drop,12,tiny_file|tiny_pixel_asset|tiny_bbox|few_sample_colors,ey-frd-series-spring-2025_images/imageFile158.png,ey-frd-series-spring-2025,23,139,953c5d8a3f2bcd8a74f10312e1ffea27504a537f19a91967f4f77be845a5991d,24,27,12.0,13.32,0.000308,2,0.760802,0.0,0.0,45.69986,
drop,12,tiny_file|tiny_pixel_asset|tiny_bbox|few_sample_colors,ey-frd-series-spring-2025_images/imageFile159.png,ey-frd-series-spring-2025,23,134,886c5ebc41bb4f16cd6c163c32201a69bc042efed0336d81791cc2c93dd31d11,24,27,12.0,13.32,0.000308,2,0.808642,0.0,0.0,42.140729,
drop,9,tiny_file|tiny_pixel_asset|tiny_bbox,ey-frd-series-spring-2025_images/imageFile16.png,ey-frd-series-spring-2025,6,351,1652206d10cdf129874d4f389d38cb7e608753b41f683e2752990633157edaad,16,16,8.18,8.179,0.000129,56,0.609375,0.066406,0.0,65.103159,
drop,12,tiny_file|tiny_pixel_asset|tiny_bbox|few_sample_colors,ey-frd-series-spring-2025_images/imageFile160.png,ey-frd-series-spring-2025,23,160,f779c44fcdbd82893af4ef1e10aff8db86718d7f6c598792422ec3c1cd7197a7,24,27,12.0,13.32,0.000308,3,0.689815,0.0,0.0,43.84743,
drop,10,tiny_file|tiny_pixel_asset|tiny_bbox|limited_sample_colors,ey-frd-series-spring-2025_images/imageFile161.png,ey-frd-series-spring-2025,23,193,1a251dce86147466cbbb3b88cfa01e8989d98321ebccecb2465c63be7a20a8b5,24,27,12.0,13.32,0.000308,4,0.748457,0.0,0.0,42.133838,
drop,10,tiny_file|tiny_pixel_asset|tiny_bbox|limited_sample_colors,ey-frd-series-spring-2025_images/imageFile162.png,ey-frd-series-spring-2025,23,314,227d50872bea7b7cd2eb68aa99e27a6cc66d5b82a1139e1cc78fb9b4fee9a3b2,24,27,12.0,13.344,0.000309,6,0.615741,0.0,0.0,42.508542,
drop,12,tiny_file|tiny_pixel_asset|tiny_bbox|few_sample_colors,ey-frd-series-spring-2025_images/imageFile163.png,ey-frd-series-spring-2025,23,141,42ca58970ec111a198d726e014fe43fe9557b49a1e2b6cd0745ed0584c00fe45,24,27,12.0,13.32,0.000308,2,0.805556,0.0,0.0,42.39807,
drop,10,tiny_file|tiny_pixel_asset|tiny_bbox|limited_sample_colors,ey-frd-series-spring-2025_images/imageFile164.png,ey-frd-series-spring-2025,23,286,46c7fdfaef421dc422fd7e863f1c405ef674c63c933ddb58773410b6416ecb07,24,27,12.0,13.32,0.000308,5,0.603395,0.0,0.0,42.50414,
review,3,page_background_with_text_layer,ey-frd-series-spring-2025_images/imageFile165.png,ey-frd-series-spring-2025,24,708886,b6f42c4be5f93ead27f95be3e13b942d0664337ebae5be907f96ecb39651c1c6,1919,1080,960.0,540.0,1.0,,,,,,pixel_sampling_skipped_large_png
candidate,0,,ey-frd-series-spring-2025_images/imageFile166.png,ey-frd-series-spring-2025,24,372100,c91e5c6d9b910bbffc9967f299e75e6560e0a35eca037fb6a20709c63e2e0457,452,738,225.75,369.0,0.16069,3035,0.057765,0.0,0.0,41.196445,
drop,8,tiny_file|tiny_pixel_asset|small_bbox,ey-frd-series-spring-2025_images/imageFile167.png,ey-frd-series-spring-2025,24,931,2ae259817ca541827ef9603b0c5af612a2b1f2ee6ae9e2e26957d414bccd902a,55,53,27.614,26.717,0.001423,150,0.527273,0.0,0.0,73.751085,
drop,9,tiny_file|tiny_pixel_asset|tiny_bbox,ey-frd-series-spring-2025_images/imageFile168.png,ey-frd-series-spring-2025,24,593,3bffe160653250af8fd65dbafcbc97d707d7444a127d2414d225b7a0ddc73b57,61,28,30.618,14.224,0.00084,87,0.504098,0.0,0.0,80.56017,
drop,12,tiny_file|tiny_pixel_asset|tiny_bbox|few_sample_colors,ey-frd-series-spring-2025_images/imageFile169.png,ey-frd-series-spring-2025,24,150,fbe9cddf247a80f6b2809d68f3f0710bbb01e9cd244cab720bde13e7f1f5a775,29,32,14.4,15.84,0.00044,2,0.851293,0.0,0.0,61.089676,
candidate,0,,ey-frd-series-spring-2025_images/imageFile17.png,ey-frd-series-spring-2025,6,13546,c34a474dde6b1aec3f7c25224fabdd2f0055f0152b5efb130b556f76b5e51d2e,339,337,169.25,168.5,0.055013,298,0.67917,0.033495,0.0,43.366313,
drop,12,tiny_file|tiny_pixel_asset|tiny_bbox|few_sample_colors,ey-frd-series-spring-2025_images/imageFile170.png,ey-frd-series-spring-2025,24,146,be9bf6148770df80fb0a1ca2c931521552590db086df5520edf8481f40be6546,29,32,14.4,15.84,0.00044,2,0.859914,0.0,0.0,59.591985,
drop,12,tiny_file|tiny_pixel_asset|tiny_bbox|few_sample_colors,ey-frd-series-spring-2025_images/imageFile171.png,ey-frd-series-spring-2025,24,146,be9bf6148770df80fb0a1ca2c931521552590db086df5520edf8481f40be6546,29,32,14.4,15.84,0.00044,2,0.859914,0.0,0.0,59.591985,
drop,9,tiny_file|tiny_pixel_asset|tiny_bbox,ey-frd-series-spring-2025_images/imageFile172.png,ey-frd-series-spring-2025,24,509,4ac7a7d5a516c28a093ed27adddc5de627e0cc248c59165098a4cf9f13b0fbb8,35,61,17.394,30.621,0.001027,75,0.621546,0.0,0.0,67.869432,
drop,9,tiny_file|tiny_pixel_asset|tiny_bbox,ey-frd-series-spring-2025_images/imageFile173.png,ey-frd-series-spring-2025,24,304,3ac960bf2a61f07db4c1bc2f014ef2a7f9fd5a9b04eab364d85ff5a7db1202a7,19,19,9.741,9.453,0.000178,55,0.501385,0.0,0.0,69.63295,
drop,12,tiny_file|tiny_pixel_asset|tiny_bbox|few_sample_colors,ey-frd-series-spring-2025_images/imageFile174.png,ey-frd-series-spring-2025,24,141,f6e99eefb1787e1fa2efbe08c4db74360b8da84d05ba2e4a7812bd4b7d2f62a3,29,32,14.4,15.84,0.00044,2,0.851293,0.0,0.0,61.089676,
drop,12,tiny_file|tiny_pixel_asset|tiny_bbox|few_sample_colors,ey-frd-series-spring-2025_images/imageFile175.png,ey-frd-series-spring-2025,24,147,b06fccea9c65b540b4884a6feba5dcb3f52d10aab610012309faf0b72f812acd,29,32,14.4,15.84,0.00044,2,0.810345,0.0,0.0,67.310061,
drop,12,tiny_file|tiny_pixel_asset|tiny_bbox|few_sample_colors,ey-frd-series-spring-2025_images/imageFile176.png,ey-frd-series-spring-2025,24,147,f391b1391b2722f83fd7ffc4a8fa4d1047ba096a5b7cb36c3aff988b94448d88,29,32,14.4,15.84,0.00044,2,0.817888,0.0,0.0,66.264202,
drop,13,tiny_file|tiny_pixel_asset|tiny_bbox|header_footer_or_margin|few_sample_colors,ey-frd-series-spring-2025_images/imageFile177.png,ey-frd-series-spring-2025,24,142,ed9fcf7b9b4cbd336dfd8951e7f019cf90553633dce7bd02a94cefb91c2dd326,29,32,14.4,15.84,0.00044,2,0.851293,0.0,0.0,61.089676,
review,3,page_background_with_text_layer,ey-frd-series-spring-2025_images/imageFile178.png,ey-frd-series-spring-2025,25,260867,e00c421a36cc4283f1296843a270f929703c290e49a485c6375a6c95681d311f,1919,1080,960.0,540.0,1.0,,,,,,pixel_sampling_skipped_large_png
drop,9,tiny_file|tiny_pixel_asset|tiny_bbox,ey-frd-series-spring-2025_images/imageFile179.png,ey-frd-series-spring-2025,25,315,07e8d1a4033e0ac2b4aa9515fdb133f262d4ddc97576647c05fe84f0d7d40372,22,77,10.875,38.625,0.00081,28,0.485242,0.0,0.0,45.970711,
drop,5,small_file|small_pixel_asset|small_bbox,ey-frd-series-spring-2025_images/imageFile18.png,ey-frd-series-spring-2025,6,1730,e019790f16cecafe4cbef045f802012812dee774533b7022dce975d955e2d2ae,64,69,32.068,34.37,0.002126,182,0.77423,0.049819,0.0,54.161261,
drop,9,tiny_file|tiny_pixel_asset|tiny_bbox,ey-frd-series-spring-2025_images/imageFile180.png,ey-frd-series-spring-2025,25,315,07e8d1a4033e0ac2b4aa9515fdb133f262d4ddc97576647c05fe84f0d7d40372,22,77,10.875,38.625,0.00081,28,0.485242,0.0,0.0,45.970711,
drop,9,tiny_file|tiny_pixel_asset|tiny_bbox,ey-frd-series-spring-2025_images/imageFile181.png,ey-frd-series-spring-2025,25,369,193d91a6dc703a958356b29c56da04a750ee14d4bbf94bd54c18999c6a4d0489,22,77,10.875,38.625,0.00081,30,0.374262,0.0,0.0,45.900931,
drop,9,tiny_file|tiny_pixel_asset|tiny_bbox,ey-frd-series-spring-2025_images/imageFile182.png,ey-frd-series-spring-2025,25,617,8063ed38e7a2b7864085610cf8495baaeadb2a8bc3360721293d784fb88a5ee1,22,77,10.875,38.625,0.00081,45,0.311098,0.0,0.0,45.89618,
drop,11,small_file|tiny_pixel_asset|thin_rule_or_strip|tiny_bbox|thin_bbox_strip,ey-frd-series-spring-2025_images/imageFile183.png,ey-frd-series-spring-2025,25,1674,1042adaa508513c0a4f06bd39fa49ebf3f9b97765a1087708f3fd55c7cb9c79d,1508,22,754.17,11.0,0.016003,22,0.58054,0.0,0.0,82.246733,
drop,13,tiny_file|tiny_pixel_asset|thin_rule_or_strip|tiny_bbox|thin_bbox_strip,ey-frd-series-spring-2025_images/imageFile184.png,ey-frd-series-spring-2025,25,320,276c191613032e6cb5923dfc8878aaa16bfd8137285a44412b3dcf9c9781f4af,449,16,224.51,8.0,0.003465,25,0.745128,0.0,0.0,56.907135,
drop,11,small_file|tiny_pixel_asset|thin_rule_or_strip|tiny_bbox|thin_bbox_strip,ey-frd-series-spring-2025_images/imageFile185.png,ey-frd-series-spring-2025,25,2706,26e0ec84333eca9f7b7782e9f8d891fda8b9564b7a9b4d800223a8098df675b4,503,16,251.56,8.0,0.003882,94,0.478752,0.0,0.0,56.618126,
drop,12,tiny_file|tiny_pixel_asset|tiny_bbox|few_sample_colors,ey-frd-series-spring-2025_images/imageFile186.png,ey-frd-series-spring-2025,25,129,514b5893c53fb3edf220c24b38799a4d2f4371470e1e4e230267fd5d3b33396d,24,27,12.0,13.32,0.000308,2,0.794753,0.0,0.0,63.661809,
drop,12,tiny_file|tiny_pixel_asset|tiny_bbox|few_sample_colors,ey-frd-series-spring-2025_images/imageFile187.png,ey-frd-series-spring-2025,25,128,005ecd01862b7ab1bf2137dfae96aa26ecdc613d62fc486f6c450be4c1ebddca,24,27,12.0,13.32,0.000308,2,0.804012,0.0,0.0,62.570592,
review,3,page_background_with_text_layer,ey-frd-series-spring-2025_images/imageFile188.png,ey-frd-series-spring-2025,26,654447,306b3c500b195841983dc4cb1e7bb0803ac3230187921471efef151cdc6a85cf,1919,1080,960.0,540.0,1.0,,,,,,pixel_sampling_skipped_large_png
candidate,0,,ey-frd-series-spring-2025_images/imageFile189.png,ey-frd-series-spring-2025,26,338054,ce8f17b51eee0db5477777ff17ac8581fe1f846cdbc82119242a1b672f38e479,452,738,225.75,369.0,0.16069,3416,0.035849,0.0,0.0,37.216532,
drop,9,tiny_file|tiny_pixel_asset|tiny_bbox,ey-frd-series-spring-2025_images/imageFile19.png,ey-frd-series-spring-2025,6,222,d591601587393203651bf31389a18f90458fbc054d83fc9ac3fb9fbda397bb85,15,57,7.545,28.294,0.000412,24,0.453801,0.072515,0.0,64.755159,
drop,9,tiny_file|tiny_pixel_asset|tiny_bbox,ey-frd-series-spring-2025_images/imageFile190.png,ey-frd-series-spring-2025,26,421,8c2d624ba8d4546e9d21f29bc06c3ac0cc2f1f1dfda09cef1609d86f6d4a7f6e,22,77,10.875,38.625,0.00081,30,0.492916,0.0,0.0,38.159596,
drop,9,tiny_file|tiny_pixel_asset|tiny_bbox,ey-frd-series-spring-2025_images/imageFile191.png,ey-frd-series-spring-2025,26,443,330bfb1f7e9e9cbadc7dd4a98c8335d268474d50ad1c775fd08dc2f495fbd0b4,22,77,10.875,38.625,0.00081,26,0.391381,0.0,0.0,28.292932,
drop,9,tiny_file|tiny_pixel_asset|tiny_bbox,ey-frd-series-spring-2025_images/imageFile192.png,ey-frd-series-spring-2025,26,315,f3261d3008f953621072701456731a2825924ab5b5b7f227f0b4d5b189e34999,22,77,10.875,38.625,0.00081,28,0.486423,0.0,0.0,45.970695,
drop,9,tiny_file|tiny_pixel_asset|tiny_bbox,ey-frd-series-spring-2025_images/imageFile193.png,ey-frd-series-spring-2025,26,315,f3261d3008f953621072701456731a2825924ab5b5b7f227f0b4d5b189e34999,22,77,10.875,38.625,0.00081,28,0.486423,0.0,0.0,45.970695,
drop,11,small_file|tiny_pixel_asset|thin_rule_or_strip|tiny_bbox|thin_bbox_strip,ey-frd-series-spring-2025_images/imageFile194.png,ey-frd-series-spring-2025,26,1844,c9fb23f5e30997c6158e271cf67df4991e04cdffd19379146e52e6fd1516ea36,1239,22,619.29,11.0,0.013141,27,0.593109,0.0,0.0,73.858041,
drop,14,tiny_file|tiny_pixel_asset|tiny_bbox|few_sample_colors|repeated_exact_in_document:3,ey-frd-series-spring-2025_images/imageFile195.png,ey-frd-series-spring-2025,26,148,e87c6ac7285daec85aab1965a5fe826c4475375ba66056749d6f07270417c126,29,32,14.448,15.84,0.000441,2,0.797414,0.0,0.0,69.009601,
drop,14,tiny_file|tiny_pixel_asset|tiny_bbox|few_sample_colors|repeated_exact_in_document:3,ey-frd-series-spring-2025_images/imageFile196.png,ey-frd-series-spring-2025,26,148,e87c6ac7285daec85aab1965a5fe826c4475375ba66056749d6f07270417c126,29,32,14.448,15.84,0.000441,2,0.797414,0.0,0.0,69.009601,
drop,12,tiny_file|tiny_pixel_asset|tiny_bbox|few_sample_colors,ey-frd-series-spring-2025_images/imageFile197.png,ey-frd-series-spring-2025,26,147,4c764a5109db78a2993a1859a99fa41f12ef224c7e89f6eb77207ab384602110,29,32,14.448,15.84,0.000441,2,0.788793,0.0,0.0,70.08068,
drop,14,tiny_file|tiny_pixel_asset|tiny_bbox|few_sample_colors|repeated_exact_in_document:3,ey-frd-series-spring-2025_images/imageFile198.png,ey-frd-series-spring-2025,26,148,e87c6ac7285daec85aab1965a5fe826c4475375ba66056749d6f07270417c126,29,32,14.448,15.84,0.000441,2,0.797414,0.0,0.0,69.009601,
review,3,page_background_with_text_layer,ey-frd-series-spring-2025_images/imageFile199.png,ey-frd-series-spring-2025,27,635991,ece8a3211b60c81c20fc36e138853ee814812fe654ca382e05167dfd9525436f,1919,1080,960.0,540.0,1.0,,,,,,pixel_sampling_skipped_large_png
review,3,page_background_with_text_layer,ey-frd-series-spring-2025_images/imageFile2.png,ey-frd-series-spring-2025,2,724650,fb214e389f8438fb9e410a90a5c3eb0e9dde67fa3b8e204e2913f1f64f4ae717,1920,1080,960.75,540.75,1.0,,,,,,pixel_sampling_skipped_large_png
drop,9,tiny_file|tiny_pixel_asset|tiny_bbox,ey-frd-series-spring-2025_images/imageFile20.png,ey-frd-series-spring-2025,6,307,b32881d9d744e157f388487ca1fb03f772c17c41474b0064c99400ce88b56d2e,89,16,44.69,8.0,0.00069,41,0.686096,0.0,0.0,55.321328,
candidate,0,,ey-frd-series-spring-2025_images/imageFile200.png,ey-frd-series-spring-2025,27,322924,e9f5ce049936be5ab338ed501a3e73e40bb6ce85149d709216fdd17bb682d759,516,738,258.0,369.0,0.183646,,,,,,pixel_sampling_skipped_large_png
drop,9,tiny_file|tiny_pixel_asset|tiny_bbox,ey-frd-series-spring-2025_images/imageFile201.png,ey-frd-series-spring-2025,27,480,6ff3088e7ce39597b86c0fbbb049a51f85f1a43afa06ac38645696ebab0db4d1,45,61,22.729,30.304,0.001329,63,0.707468,0.0,0.0,65.702223,
drop,9,tiny_file|tiny_pixel_asset|tiny_bbox,ey-frd-series-spring-2025_images/imageFile202.png,ey-frd-series-spring-2025,27,647,8ca1f8a4777c5ce38166dea9c473458ecad63d732c1b3abdb20ee66201411d97,62,29,31.028,14.348,0.000859,103,0.501669,0.0,0.0,76.391956,
drop,12,tiny_file|tiny_pixel_asset|tiny_bbox|few_sample_colors,ey-frd-series-spring-2025_images/imageFile203.png,ey-frd-series-spring-2025,27,204,3800df8987e0e367c4fc9aa5837e6c87c625f3d89f8113991a48ddad7425e344,32,35,15.84,17.4,0.000532,2,0.782143,0.0,0.0,70.874768,
drop,12,tiny_file|tiny_pixel_asset|tiny_bbox|few_sample_colors,ey-frd-series-spring-2025_images/imageFile204.png,ey-frd-series-spring-2025,27,206,183a534f6d439eaf14403c1e3249bb52d07b8b57b0135f3c9c407a08d9917d95,32,35,15.84,17.4,0.000532,2,0.778571,0.0,0.0,71.290025,
drop,12,tiny_file|tiny_pixel_asset|tiny_bbox|few_sample_colors,ey-frd-series-spring-2025_images/imageFile205.png,ey-frd-series-spring-2025,27,206,183a534f6d439eaf14403c1e3249bb52d07b8b57b0135f3c9c407a08d9917d95,32,35,15.84,17.4,0.000532,2,0.778571,0.0,0.0,71.290025,
drop,12,tiny_file|tiny_pixel_asset|tiny_bbox|few_sample_colors,ey-frd-series-spring-2025_images/imageFile206.png,ey-frd-series-spring-2025,27,152,8ebc1fae2cf364eeb6a862684cd5b51993f5d00570b6202d0f1d70050fd6487f,32,35,15.84,17.4,0.000532,2,0.782143,0.0,0.0,70.874768,
drop,12,tiny_file|tiny_pixel_asset|tiny_bbox|few_sample_colors,ey-frd-series-spring-2025_images/imageFile207.png,ey-frd-series-spring-2025,27,152,8ebc1fae2cf364eeb6a862684cd5b51993f5d00570b6202d0f1d70050fd6487f,32,35,15.84,17.4,0.000532,2,0.782143,0.0,0.0,70.874768,
review,3,page_background_with_text_layer,ey-frd-series-spring-2025_images/imageFile208.png,ey-frd-series-spring-2025,28,214423,2565aac7a78317b8f715cb94084ebabbf5f088ef22034e48bd3ae334bc560391,1919,1080,960.0,540.0,1.0,,,,,,pixel_sampling_skipped_large_png
drop,9,tiny_file|tiny_pixel_asset|tiny_bbox,ey-frd-series-spring-2025_images/imageFile209.png,ey-frd-series-spring-2025,28,271,89e2442ddcf8e95bfffc4df1e2b5fff8cff2fedb7ec4f8e7b519f94a0200cf03,22,50,10.875,25.125,0.000527,22,0.519091,0.0,0.0,55.147888,
drop,9,tiny_file|tiny_pixel_asset|tiny_bbox,ey-frd-series-spring-2025_images/imageFile21.png,ey-frd-series-spring-2025,6,482,62ce91cca1333ed1e665ec4580f2745f09350116103edb1b7f947b4941305d2c,89,16,44.68,8.0,0.00069,39,0.570927,0.0,0.0,55.112584,
drop,9,tiny_file|tiny_pixel_asset|tiny_bbox,ey-frd-series-spring-2025_images/imageFile210.png,ey-frd-series-spring-2025,28,271,cfb0c880b57b595ed5420edfb50976f7f4780f19d8d308287692bb4a86151dae,22,50,10.875,25.125,0.000527,22,0.516364,0.0,0.0,55.247886,
drop,9,tiny_file|tiny_pixel_asset|tiny_bbox,ey-frd-series-spring-2025_images/imageFile211.png,ey-frd-series-spring-2025,28,405,b8ebc118f9b271156429b354fd5a00eb23a237f97ba06cee99dc3baac24ff50f,22,50,10.875,25.125,0.000527,33,0.34,0.0,0.0,55.043182,
drop,11,small_file|tiny_pixel_asset|thin_rule_or_strip|tiny_bbox|thin_bbox_strip,ey-frd-series-spring-2025_images/imageFile212.png,ey-frd-series-spring-2025,28,2036,6427e5ba5166b07bf9b3a3d83921322d322060e45e76c78de3ece7fa8f08c7f6,1448,22,724.14,11.0,0.015366,35,0.649297,0.0,0.0,75.873511,
drop,9,tiny_file|tiny_pixel_asset|tiny_bbox,ey-frd-series-spring-2025_images/imageFile213.png,ey-frd-series-spring-2025,28,589,0feebe4e55440121de63fdb9e919d86399f953accc96e3a11f1a24f075228ebb,306,39,152.75,19.25,0.005672,47,0.107592,0.0,0.0,32.741088,
review,3,page_background_with_text_layer,ey-frd-series-spring-2025_images/imageFile214.png,ey-frd-series-spring-2025,29,326898,ea79f4958e2dff6a1c611e1b23c86ec35d30ad70fb95e65c342ebc24986abecd,1919,1080,960.0,540.0,1.0,,,,,,pixel_sampling_skipped_large_png
drop,9,tiny_file|tiny_pixel_asset|tiny_bbox,ey-frd-series-spring-2025_images/imageFile215.png,ey-frd-series-spring-2025,29,352,b14c2ae006b3c482e17756a1efe910c7a8f770f2ef520f8a119a80549edebf88,26,46,13.143,23.136,0.000587,48,0.671405,0.0,0.0,64.948746,
drop,9,tiny_file|tiny_pixel_asset|tiny_bbox,ey-frd-series-spring-2025_images/imageFile216.png,ey-frd-series-spring-2025,29,758,61248b6f84f2c7f993eb4fd280d59efe3bc204098416d3129676a83c7aad9a22,39,40,19.482,20.099,0.000755,115,0.608333,0.0,0.0,67.721149,
drop,9,tiny_file|tiny_pixel_asset|tiny_bbox,ey-frd-series-spring-2025_images/imageFile217.png,ey-frd-series-spring-2025,29,220,863af5ca2ecec80503049325f2cbb7c36aee0465dd4c42fb0c46a492d21a1102,15,14,7.36,7.142,0.000101,38,0.466667,0.0,0.0,66.146611,
drop,12,tiny_file|tiny_pixel_asset|tiny_bbox|few_sample_colors,ey-frd-series-spring-2025_images/imageFile218.png,ey-frd-series-spring-2025,29,148,1acbeda11a30985072daabc188dc90aa5010718be2a877acd067978861985982,25,28,12.72,14.16,0.000347,2,0.824286,0.0,0.0,59.988357,
drop,14,tiny_file|tiny_pixel_asset|tiny_bbox|few_sample_colors|repeated_exact_in_document:3,ey-frd-series-spring-2025_images/imageFile219.png,ey-frd-series-spring-2025,29,140,19f907f3546099ed16040ae1b557c8ec13c88409e60b326986f98c4cb27789e7,25,28,12.72,14.16,0.000347,2,0.72,0.0,0.0,70.77336,
drop,9,tiny_file|tiny_pixel_asset|tiny_bbox,ey-frd-series-spring-2025_images/imageFile22.png,ey-frd-series-spring-2025,6,202,3ee281049724b4e0d9e64825ab18a663654110ae8584536a62864a2a82b35eb1,15,36,7.545,17.919,0.000261,21,0.551852,0.111111,0.0,65.517863,
drop,12,tiny_file|tiny_pixel_asset|tiny_bbox|few_sample_colors,ey-frd-series-spring-2025_images/imageFile220.png,ey-frd-series-spring-2025,29,148,1acbeda11a30985072daabc188dc90aa5010718be2a877acd067978861985982,25,28,12.72,14.16,0.000347,2,0.824286,0.0,0.0,59.988357,
drop,14,tiny_file|tiny_pixel_asset|tiny_bbox|few_sample_colors|repeated_exact_in_document:3,ey-frd-series-spring-2025_images/imageFile221.png,ey-frd-series-spring-2025,29,140,19f907f3546099ed16040ae1b557c8ec13c88409e60b326986f98c4cb27789e7,25,28,12.72,14.16,0.000347,2,0.72,0.0,0.0,70.77336,
drop,12,tiny_file|tiny_pixel_asset|tiny_bbox|few_sample_colors,ey-frd-series-spring-2025_images/imageFile222.png,ey-frd-series-spring-2025,29,145,9f497853fe87e9694137ddc8d355296fcbfabb4f04dadff1dd05f0922d0b3b5a,25,28,12.72,14.16,0.000347,2,0.814286,0.0,0.0,61.296491,
drop,14,tiny_file|tiny_pixel_asset|tiny_bbox|few_sample_colors|repeated_exact_in_document:3,ey-frd-series-spring-2025_images/imageFile223.png,ey-frd-series-spring-2025,29,143,db3293d3ce0a27a86123449b5e0b9323ef7705deecdfcd5ad8126aa7221ad9b1,25,28,12.72,14.16,0.000347,2,0.742857,0.0,0.0,68.891308,
